Filename,ClassId,Pred,Conf
3690,Limit 80km,Limit 80km,0.999820
3691,Limit 70km,Limit 70km,1.000000
3692,Limit 70km,Limit 70km,0.999990
3693,Limit 30km,Limit 30km,1.000000
3694,Limit 70km,Limit 70km,1.000000
3695,Limit 100km,Limit 100km,0.999999
3696,Roundabout,Roundabout,0.999985
3697,Intersection with right of way,Intersection with right of way,1.000000
3698,Limit 120km,Limit 120km,0.999983
3699,Limit 30km,Limit 30km,1.000000
3700,Dangerous right curve,Dangerous right curve,0.999420
3701,Wrong way,Wrong way,1.000000
3702,Traffic light,Traffic light,0.999994
3703,Mandatory step to the right,Mandatory step to the right,1.000000
3704,Right of way,Right of way,1.000000
3705,Limit 100km,Limit 100km,0.999780
3706,Limit 70km,Limit 70km,0.999998
3707,Limit 30km,Limit 30km,0.999999
3708,Roundabout,Roundabout,0.995827
3709,Mandatory step to the right,Mandatory step to the right,1.000000
3710,No overtaking,No overtaking,1.000000
3711,No overtaking,No overtaking,1.000000
3712,Limit 80km,Limit 80km,0.999981
3713,Limit 30km,Limit 30km,1.000000
3714,Left turn mandatory,Left turn mandatory,0.999996
3715,Right of way,Right of way,1.000000
3716,Snow,Snow,1.000000
3717,Right of way,Right of way,1.000000
3718,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3719,Limit 60km,Limit 60km,0.999995
3720,Generic danger,Generic danger,0.999789
3721,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3722,Wrong way,Wrong way,1.000000
3723,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3724,Limit 100km,Limit 100km,0.999950
3725,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999787
3726,Men at work,Men at work,1.000000
3727,Limit 50km,Limit 50km,1.000000
3728,Danger of bumps,Danger of bumps,0.999996
3729,Limit 120km,Limit 120km,0.999997
3730,Mandatory step to the right,Mandatory step to the right,1.000000
3731,School,School,0.999998
3732,Limit 100km,Limit 100km,0.999983
3733,Limit 50km,Limit 50km,1.000000
3734,Danger of bumps,Danger of bumps,0.999999
3735,Intersection with right of way,Intersection with right of way,0.999987
3736,Intersection with right of way,Intersection with right of way,0.999995
3737,Give right to pass,Give right to pass,1.000000
3738,Mandatory direction straight,Mandatory direction straight,0.999997
3739,Right of way,Right of way,1.000000
3740,Limit 60km,Limit 60km,1.000000
3741,Limit 60km,Limit 60km,1.000000
3742,Mandatory step to the right,Mandatory step to the right,1.000000
3743,Limit 70km,Limit 70km,1.000000
3744,Wrong way,Wrong way,1.000000
3745,Left turn mandatory,Left turn mandatory,0.999860
3746,Mandatory step to the right,Mandatory step to the right,1.000000
3747,Limit 120km,Limit 120km,0.999983
3748,Intersection with right of way,Intersection with right of way,0.999995
3749,No overtaking,No overtaking,0.999999
3750,Traffic light,Traffic light,0.999995
3751,Wrong way,Wrong way,1.000000
3752,Limit 50km,Limit 50km,0.999989
3753,Limit 70km,Limit 70km,1.000000
3754,Mandatory direction straight,Mandatory direction straight,1.000000
3755,No overtaking,No overtaking,0.999984
3756,Directions right and straight,Directions right and straight,0.999972
3757,Right of way,Right of way,1.000000
3758,Mandatory step to the right,Mandatory step to the right,1.000000
3759,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3760,Danger of bumps,Danger of bumps,0.999978
3761,Mandatory step to the right,Mandatory step to the right,0.999995
3762,Limit 120km,Limit 120km,0.999670
3763,Limit 100km,Limit 100km,0.999981
3764,No overtaking,No overtaking,1.000000
3765,Wrong way,Wrong way,0.999996
3766,Limit 70km,Limit 70km,1.000000
3767,Limit 60km,Limit 60km,1.000000
3768,Men at work,Men at work,1.000000
3769,Limit 100km,Limit 100km,0.999998
3770,Limit 70km,Limit 70km,0.999531
3771,Limit 30km,Limit 30km,1.000000
3772,Limit 70km,Limit 70km,0.999987
3773,Limit 30km,Limit 30km,1.000000
3774,Mandatory step to the right,Mandatory step to the right,1.000000
3775,Limit 70km,Limit 70km,1.000000
3776,Men at work,Men at work,1.000000
3777,Limit 30km,Limit 30km,0.999998
3778,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3779,Limit 100km,Limit 100km,0.999789
3780,Mandatory step to the right,Mandatory step to the right,0.999999
3781,Give right to pass,Give right to pass,0.999852
3782,Stop,Stop,1.000000
3783,Mandatory direction straight,Mandatory direction straight,1.000000
3784,Traffic light,Traffic light,0.999995
3785,Mandatory direction straight,Mandatory direction straight,0.999999
3786,Men at work,Men at work,1.000000
3787,Right of way,Right of way,1.000000
3788,Wrong way,Wrong way,0.999988
3789,Give right to pass,Give right to pass,1.000000
3790,Limit 70km,Limit 70km,1.000000
3791,Limit 100km,Limit 100km,0.999987
3792,Limit 30km,Limit 30km,0.999997
3793,Limit 60km,Limit 60km,1.000000
3794,Limit 20km,Limit 20km,0.999486
3795,Mandatory step to the right,Mandatory step to the right,1.000000
3796,Limit 100km,Limit 100km,0.999998
3797,Limit 50km,Limit 50km,1.000000
3798,Give right to pass,Give right to pass,1.000000
3799,No overtaking,No overtaking,1.000000
3800,Mandatory step to the left,Mandatory step to the left,0.999999
3801,Limit 30km,Limit 30km,1.000000
3802,Men at work,Men at work,1.000000
3803,Limit 60km,Limit 60km,1.000000
3804,Generic danger,Generic danger,1.000000
3805,Limit 30km,Limit 30km,1.000000
3806,Go ahead,Go ahead,0.999928
3807,Directions right and straight,Directions right and straight,0.999930
3808,Right of way,Right of way,1.000000
3809,No overtaking,No overtaking,1.000000
3810,Limit 50km,Limit 50km,0.999999
3811,Stop,Stop,1.000000
3812,No overtaking,No overtaking,0.999986
3813,Limit 50km,Limit 50km,1.000000
3814,Limit 50km,Limit 50km,0.999996
3815,Limit 80km,Limit 80km,1.000000
3816,Generic danger,Generic danger,0.999839
3817,Intersection with right of way,Intersection with right of way,0.999999
3818,Right of way,Right of way,1.000000
3819,Transit prohibition,Transit prohibition,1.000000
3820,Generic danger,Generic danger,0.999932
3821,Wild animals,Wild animals,1.000000
3822,Intersection with right of way,Intersection with right of way,1.000000
3823,Right of way,Right of way,1.000000
3824,Snow,Snow,1.000000
3825,Limit 30km,Limit 30km,0.999998
3826,No overtaking,No overtaking,1.000000
3827,Generic danger,Generic danger,0.999983
3828,Right turn mandatory,Right turn mandatory,0.998108
3829,Limit 100km,Limit 100km,0.999999
3830,Mandatory step to the right,Mandatory step to the right,1.000000
3831,Wrong way,Wrong way,0.999999
3832,Give right to pass,Give right to pass,1.000000
3833,Limit 50km,Limit 50km,1.000000
3834,No overtaking,No overtaking,1.000000
3835,Transit prohibition,Transit prohibition,0.999997
3836,Give right to pass,Give right to pass,1.000000
3837,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3838,Wild animals,Wild animals,0.999999
3839,School,School,0.998412
3840,Generic danger,Generic danger,0.999764
3841,Limit 30km,Limit 30km,1.000000
3842,Give right to pass,Give right to pass,1.000000
3843,Transit prohibition,Transit prohibition,1.000000
3844,Wild animals,Wild animals,0.999991
3845,School,School,0.999920
3846,No overtaking,No overtaking,1.000000
3847,Intersection with right of way,Intersection with right of way,1.000000
3848,Men at work,Men at work,1.000000
3849,Directions left and straight,Directions left and straight,0.999899
3850,Men at work,Men at work,0.999990
3851,Right of way,Right of way,0.999991
3852,Generic danger,Generic danger,0.999990
3853,Limit 30km,Limit 30km,1.000000
3854,Right turn mandatory,Right turn mandatory,0.999972
3855,Transit prohibition,Transit prohibition,0.999996
3856,Cycle crossing,Cycle crossing,0.999785
3857,Wild animals,Wild animals,0.999994
3858,Limit 100km,Limit 100km,0.999800
3859,Limit 50km,Limit 50km,1.000000
3860,Limit 50km,Limit 50km,1.000000
3861,End limit 80km,End limit 80km,0.999995
3862,Limit 100km,Limit 100km,0.999995
3863,Limit 70km,Limit 70km,0.999994
3864,Directions right and straight,Directions right and straight,0.999924
3865,Snow,Snow,0.927741
3866,Mandatory step to the right,Mandatory step to the right,1.000000
3867,Limit 50km,Limit 50km,1.000000
3868,Wrong way,Wrong way,0.999932
3869,Generic danger,Generic danger,0.999916
3870,Limit 80km,Limit 80km,0.999999
3871,Limit 50km,Limit 50km,0.999998
3872,Give right to pass,Give right to pass,0.999999
3873,Traffic light,Traffic light,1.000000
3874,Limit 100km,Limit 100km,0.999999
3875,No overtaking,No overtaking,1.000000
3876,Limit 60km,Limit 60km,1.000000
3877,Men at work,Men at work,1.000000
3878,Mandatory step to the right,Mandatory step to the right,1.000000
3879,Generic danger,Generic danger,0.999894
3880,Intersection with right of way,Intersection with right of way,1.000000
3881,Give right to pass,Give right to pass,0.999996
3882,Intersection with right of way,Intersection with right of way,0.999783
3883,Give right to pass,Give right to pass,1.000000
3884,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3885,Limit 80km,Limit 80km,0.999992
3886,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999994
3887,Give right to pass,Give right to pass,0.999992
3888,Limit 80km,Limit 80km,1.000000
3889,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
3890,No overtaking,No overtaking,1.000000
3891,Limit 60km,Limit 60km,1.000000
3892,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
3893,Give right to pass,Give right to pass,0.999995
3894,Mandatory direction straight,Mandatory direction straight,0.999999
3895,Give right to pass,Give right to pass,1.000000
3896,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3897,Directions right and straight,Directions right and straight,0.999914
3898,Limit 30km,Limit 30km,0.999982
3899,Men at work,Men at work,1.000000
3900,Mandatory step to the right,Mandatory step to the right,1.000000
3901,Wrong way,Wrong way,1.000000
3902,Right of way,Right of way,0.999999
3903,Intersection with right of way,Intersection with right of way,1.000000
3904,Limit 50km,Limit 50km,0.999995
3905,Limit 70km,Limit 70km,0.999998
3906,Give right to pass,Give right to pass,0.999999
3907,Generic danger,Generic danger,0.999990
3908,Right of way,Right of way,0.999996
3909,Right turn mandatory,Right turn mandatory,0.999993
3910,Give right to pass,Give right to pass,1.000000
3911,Intersection with right of way,Intersection with right of way,1.000000
3912,Directions right and straight,Directions right and straight,0.999935
3913,Wild animals,Wild animals,1.000000
3914,Limit 100km,Limit 100km,1.000000
3915,Limit 30km,Limit 30km,0.999204
3916,Limit 80km,Limit 80km,0.999998
3917,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3918,Pedestrian crossing,Pedestrian crossing,0.999946
3919,Limit 60km,Limit 60km,0.999999
3920,Roundabout,Roundabout,0.999978
3921,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999995
3922,Limit 20km,Limit 20km,0.999932
3923,Limit 70km,Limit 70km,1.000000
3924,No overtaking,No overtaking,1.000000
3925,Limit 50km,Limit 50km,1.000000
3926,Limit 50km,Limit 50km,1.000000
3927,Limit 50km,Limit 50km,0.999999
3928,Give right to pass,Give right to pass,1.000000
3929,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999593
3930,Give right to pass,Give right to pass,1.000000
3931,Limit 50km,Limit 50km,1.000000
3932,Limit 80km,Limit 80km,1.000000
3933,Generic danger,Generic danger,0.999999
3934,Limit 50km,Limit 50km,0.999996
3935,Generic danger,Generic danger,0.999993
3936,End limit 80km,End limit 80km,0.999999
3937,No overtaking,No overtaking,0.999999
3938,Limit 50km,Limit 50km,1.000000
3939,Wrong way,Wrong way,0.999999
3940,Stop,Stop,1.000000
3941,Limit 80km,Limit 80km,0.999999
3942,Right of way,Right of way,0.999976
3943,Limit 70km,Limit 70km,0.999999
3944,Limit 80km,Limit 80km,0.999999
3945,Traffic light,Traffic light,1.000000
3946,Limit 60km,Limit 60km,1.000000
3947,Wrong way,Wrong way,0.999998
3948,Roundabout,Roundabout,0.999995
3949,Mandatory step to the right,Mandatory step to the right,1.000000
3950,Stop,Stop,1.000000
3951,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999961
3952,End limit 80km,End limit 80km,0.999991
3953,Limit 120km,Limit 120km,0.999999
3954,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999995
3955,Limit 70km,Limit 70km,0.999999
3956,Limit 80km,Limit 80km,0.912232
3957,Limit 70km,Limit 70km,0.999987
3958,Intersection with right of way,Intersection with right of way,0.999993
3959,Limit 80km,Limit 80km,1.000000
3960,Give right to pass,Give right to pass,0.999998
3961,Limit 50km,Limit 50km,1.000000
3962,Intersection with right of way,Intersection with right of way,1.000000
3963,Right of way,Right of way,1.000000
3964,Limit 70km,Limit 70km,1.000000
3965,No overtaking,No overtaking,1.000000
3966,Limit 50km,Limit 50km,1.000000
3967,Limit 100km,Limit 100km,0.999998
3968,Mandatory step to the right,Mandatory step to the right,1.000000
3969,Right turn mandatory,Right turn mandatory,0.997191
3970,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3971,Right turn mandatory,Right turn mandatory,0.999989
3972,Right of way,Right of way,1.000000
3973,Stop,Stop,0.999992
3974,Mandatory step to the right,Mandatory step to the right,1.000000
3975,Limit 30km,Limit 30km,1.000000
3976,Danger of slipping,Danger of slipping,0.999992
3977,Limit 70km,Limit 70km,0.999992
3978,Limit 100km,Limit 100km,0.999999
3979,Pedestrian crossing,Pedestrian crossing,0.999879
3980,Mandatory direction straight,Mandatory direction straight,0.999999
3981,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999974
3982,Limit 70km,Limit 70km,0.999998
3983,Limit 30km,Limit 30km,1.000000
3984,Intersection with right of way,Intersection with right of way,0.999991
3985,Mandatory direction straight,Mandatory direction straight,0.999994
3986,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999699
3987,School,School,0.999162
3988,Limit 80km,Limit 80km,0.999992
3989,Limit 120km,Limit 120km,0.999980
3990,Right of way,Right of way,1.000000
3991,Limit 80km,Limit 80km,0.999991
3992,Generic danger,Generic danger,0.999988
3993,Mandatory direction straight,Mandatory direction straight,0.999999
3994,Wrong way,Wrong way,1.000000
3995,Limit 70km,Limit 70km,0.999997
3996,Limit 120km,Limit 120km,0.999983
3997,Traffic light,Traffic light,0.999930
3998,Wrong way,Wrong way,0.999999
3999,Limit 30km,Limit 30km,1.000000
4000,Stop,Stop,1.000000
4001,Limit 120km,Limit 120km,0.999999
4002,Transit prohibition,Transit prohibition,1.000000
4003,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.998596
4004,Limit 80km,Limit 80km,0.999987
4005,Limit 120km,Limit 120km,0.999983
4006,End limit 80km,End limit 80km,1.000000
4007,Stop,Stop,1.000000
4008,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
4009,Mandatory direction straight,Mandatory direction straight,1.000000
4010,Stop,Stop,1.000000
4011,Limit 30km,Limit 30km,0.999965
4012,Give right to pass,Give right to pass,1.000000
4013,Danger of bumps,Danger of bumps,0.999994
